# {"env_id": "SpaceInvadersNoFrameskip-v4", "t_start": 1579715141.957248} 
r,l,t
570.0,1143,10616.919913
285.0,665,10619.058639
600.0,1166,10622.77112
480.0,1103,10626.292217
510.0,997,10629.454105
395.0,782,10631.968806
580.0,1044,10635.30746
740.0,1253,10639.323236
295.0,704,10641.583346
155.0,367,10642.757486
225.0,588,10644.64869
460.0,1060,10648.032819
230.0,564,10649.835818
340.0,667,10651.984482
415.0,945,10655.01152
465.0,1261,10659.041637
530.0,904,10661.924772
540.0,878,10664.72982
705.0,988,10667.888977
245.0,805,10670.483838
475.0,969,10673.580053
570.0,1088,10677.037234
580.0,696,10679.267819
260.0,565,10681.093861
575.0,1052,10684.479105
510.0,667,10686.605175
500.0,833,10689.284852
495.0,1013,10692.516559
485.0,713,10694.795966
165.0,522,10696.473812
715.0,872,10699.26699
740.0,1053,10702.640896
130.0,526,10704.326265
610.0,1071,10707.750614
520.0,1045,10711.078063
475.0,909,10714.000634
165.0,684,10716.214914
410.0,941,10719.2202
470.0,672,10721.385373
200.0,565,10723.200179
400.0,686,10725.409568
700.0,874,10728.206696
290.0,771,10730.680462
465.0,986,10733.833335
450.0,900,10736.717481
545.0,1103,10740.234519
700.0,914,10743.152997
470.0,1052,10746.516126
220.0,704,10748.786154
525.0,645,10750.859995
550.0,1066,10754.248444
600.0,1214,10758.130235
520.0,770,10760.601569
605.0,896,10763.475549
235.0,561,10765.281049
595.0,1057,10768.656951
475.0,914,10771.590663
350.0,700,10773.838513
465.0,966,10776.9351
185.0,702,10779.207591
395.0,838,10781.891526
415.0,1146,10785.561785
630.0,953,10788.617368
540.0,714,10790.902442
125.0,387,10792.148708
555.0,1221,10796.038697
510.0,1006,10799.24403
320.0,789,10801.782727
220.0,480,10803.323718
185.0,460,10804.792264
350.0,682,10806.991547
505.0,728,10809.33135
375.0,876,10812.14665
520.0,847,10814.851309
455.0,768,10817.300588
520.0,712,10819.608593
715.0,983,10822.745033
255.0,586,10824.62526
465.0,963,10827.699167
400.0,560,10829.498964
540.0,670,10831.657976
515.0,1115,10835.184138
305.0,634,10837.204372
150.0,595,10839.161852
110.0,381,10840.378341
650.0,929,10843.327209
380.0,575,10845.169853
455.0,848,10847.866654
500.0,672,10850.019324
335.0,690,10852.22851
325.0,664,10854.360944
380.0,755,10856.775438
440.0,1035,10860.06581
300.0,782,10862.566143
260.0,680,10864.731019
515.0,800,10867.294891
200.0,684,10869.480078
305.0,596,10871.381498
315.0,574,10873.211092
200.0,582,10875.075782
285.0,713,10877.370233
340.0,625,10879.369182
405.0,867,10882.135387
385.0,891,10884.981509
185.0,506,10886.591993
360.0,708,10888.862777
735.0,1109,10892.395139
310.0,772,10894.873969
155.0,524,10896.542444
295.0,635,10898.576698
165.0,551,10900.346041
785.0,1000,10903.53637
225.0,574,10905.373358
320.0,662,10907.49688
405.0,947,10910.522442
550.0,1400,10914.968786
315.0,850,10917.683618
525.0,1065,10921.086233
545.0,1192,10924.886437
455.0,789,10927.406085
635.0,844,10930.089569
515.0,1057,10933.452366
675.0,1038,10936.767288
365.0,777,10939.239697
275.0,675,10941.396793
525.0,859,10944.135008
575.0,1077,10947.561757
805.0,1030,10950.826619
210.0,549,10952.591581
875.0,930,10955.551344
530.0,928,10958.515915
225.0,798,10961.079667
170.0,680,10963.26617
570.0,1120,10966.820834
265.0,634,10968.852627
480.0,985,10971.992541
470.0,631,10974.000125
600.0,1079,10977.431778
600.0,1088,10980.8951
340.0,867,10983.682588
705.0,999,10986.867771
515.0,1056,10990.214558
570.0,1185,10993.953743
245.0,531,10995.660417
410.0,574,10997.498229
255.0,639,10999.560273
800.0,1111,11003.095709
600.0,944,11006.115563
125.0,389,11007.362333
250.0,630,11009.382107
435.0,590,11011.283591
625.0,974,11014.411436
360.0,772,11016.907466
455.0,934,11019.90498
295.0,683,11022.103697
325.0,632,11024.141081
440.0,764,11026.602604
450.0,1007,11029.801821
465.0,839,11032.482609
500.0,974,11035.5905
185.0,526,11037.282977
550.0,968,11040.367551
660.0,927,11043.319735
150.0,515,11044.963537
370.0,842,11047.658307
420.0,593,11049.565224
560.0,1180,11053.316815
480.0,871,11056.099928
385.0,837,11058.798886
685.0,750,11061.20343
540.0,971,11064.287913
545.0,1006,11067.476147
665.0,1041,11070.783367
515.0,877,11073.56989
745.0,1030,11076.864219
555.0,970,11079.949292
355.0,811,11082.555425
1080.0,1620,11087.747601
565.0,947,11090.782804
625.0,934,11093.769473
695.0,889,11096.612753
400.0,847,11099.336428
545.0,912,11102.271845
145.0,383,11103.496877
775.0,1399,11107.980197
660.0,960,11111.053083
180.0,554,11112.835934
325.0,745,11115.226994
585.0,866,11117.993975
235.0,487,11119.555194
640.0,878,11122.369263
440.0,1021,11125.632097
275.0,701,11127.881936
305.0,730,11130.225222
810.0,1490,11135.011931
140.0,596,11136.933537
540.0,924,11139.8696
310.0,776,11142.355438
465.0,877,11145.156244
420.0,912,11148.1072
715.0,829,11150.765668
260.0,803,11153.35419
415.0,664,11155.508823
365.0,602,11157.451149
490.0,878,11160.27441
210.0,505,11161.931741
365.0,650,11164.073932
375.0,686,11166.293752
465.0,771,11168.763072
670.0,988,11171.913982
465.0,994,11175.10771
775.0,1369,11179.478573
545.0,791,11182.005816
295.0,721,11184.330104
545.0,964,11187.402248
745.0,1034,11190.685353
440.0,985,11193.831565
445.0,765,11196.279111
520.0,909,11199.184677
220.0,686,11201.39367
300.0,725,11203.721092
375.0,691,11205.932914
425.0,793,11208.495782
635.0,990,11211.661914
410.0,863,11214.464406
230.0,811,11217.080755
525.0,789,11219.615348
350.0,599,11221.534407
545.0,722,11223.850903
655.0,1104,11227.385004
370.0,724,11229.712209
475.0,754,11232.116688
395.0,746,11234.528952
460.0,971,11237.642367
475.0,870,11240.425944
315.0,597,11242.35016
550.0,913,11245.265113
600.0,1010,11248.486609
730.0,949,11251.512061
385.0,637,11253.560512
800.0,1093,11257.052519
220.0,641,11259.110254
275.0,551,11260.868712
695.0,1351,11265.197905
700.0,1333,11269.429022
490.0,673,11271.595959
275.0,653,11273.69551
370.0,812,11276.29271
250.0,810,11278.904436
435.0,819,11281.538666
265.0,500,11283.154978
330.0,791,11285.70272
570.0,914,11288.620704
455.0,667,11290.769011
570.0,1041,11294.085939
305.0,790,11296.624219
555.0,972,11299.739379
440.0,818,11302.376047
90.0,440,11303.79621
360.0,752,11306.224586
280.0,633,11308.257831
375.0,649,11310.342046
370.0,801,11312.912682
280.0,572,11314.753443
370.0,759,11317.177594
355.0,738,11319.551681
265.0,842,11322.256917
415.0,838,11324.949426
685.0,887,11327.79598
555.0,993,11330.949384
105.0,387,11332.19204
470.0,928,11335.163689
685.0,978,11338.292398
380.0,767,11340.75312
210.0,616,11342.731081
555.0,854,11345.452924
365.0,968,11348.551151
305.0,765,11351.006812
515.0,1014,11354.241245
265.0,626,11356.255081
535.0,880,11359.089809
280.0,587,11360.984012
380.0,713,11363.272004
650.0,792,11365.801806
240.0,550,11367.560873
690.0,999,11370.744316
415.0,683,11372.940795
650.0,871,11375.743638
555.0,933,11378.737651
420.0,847,11381.448116
95.0,470,11382.960215
775.0,1107,11386.473384
665.0,1094,11389.975885
815.0,934,11392.968832
450.0,854,11395.700786
385.0,839,11398.38305
815.0,1818,11404.161543
350.0,641,11406.216086
775.0,1215,11410.080043
505.0,775,11412.559412
220.0,568,11414.390071
710.0,1112,11417.926762
135.0,490,11419.502755
680.0,1168,11423.239603
315.0,951,11426.282056
295.0,760,11428.722738
270.0,633,11430.737338
560.0,789,11433.25364
945.0,901,11436.128647
745.0,1162,11439.818244
525.0,991,11442.97455
205.0,580,11444.836546
470.0,857,11447.578006
135.0,475,11449.096088
910.0,858,11451.827859
215.0,433,11453.208145
665.0,720,11455.500366
205.0,744,11457.901376
775.0,1119,11461.439047
330.0,743,11463.820584
995.0,1284,11467.928082
670.0,1058,11471.301671
230.0,846,11474.032962
525.0,931,11477.003196
455.0,829,11479.678024
515.0,916,11482.601533
305.0,595,11484.510251
465.0,898,11487.385358
505.0,981,11490.523464
385.0,663,11492.646206
750.0,936,11495.639708
390.0,730,11497.98826
435.0,701,11500.225052
1395.0,1647,11505.49723
320.0,650,11507.596141
380.0,789,11510.134296
275.0,719,11512.458063
495.0,972,11515.570138
485.0,946,11518.601426
410.0,1016,11521.869603
395.0,1024,11525.133572
1550.0,1808,11530.926638
600.0,1171,11534.66684
470.0,955,11537.708239
745.0,1027,11540.976693
550.0,849,11543.707584
1030.0,1214,11547.566475
465.0,972,11550.675604
575.0,1147,11554.337372
485.0,679,11556.514108
380.0,592,11558.425895
495.0,980,11561.563013
175.0,625,11563.570886
305.0,573,11565.403974
370.0,654,11567.500524
600.0,951,11570.519314
255.0,622,11572.517673
800.0,1076,11575.941034
330.0,712,11578.228696
550.0,1276,11582.277944
280.0,768,11584.743585
275.0,909,11587.663913
480.0,1092,11591.13374
295.0,607,11593.069394
440.0,1046,11596.393333
680.0,958,11599.438964
985.0,1245,11603.363154
475.0,865,11606.112615
745.0,1010,11609.335538
370.0,925,11612.287144
490.0,849,11614.984586
390.0,773,11617.437037
485.0,985,11620.547043
260.0,486,11622.08763
325.0,580,11623.929775
225.0,507,11625.54192
350.0,691,11627.74186
880.0,1234,11631.650707
385.0,667,11633.77122
355.0,713,11636.030291
295.0,557,11637.822757
600.0,997,11640.99785
310.0,896,11643.871488
545.0,806,11646.43589
355.0,866,11649.207817
385.0,854,11651.945219
815.0,1752,11657.518179
295.0,616,11659.489828
360.0,640,11661.543857
340.0,692,11663.747049
270.0,605,11665.684323
655.0,1043,11669.011324
475.0,891,11671.848361
440.0,788,11674.367898
570.0,1042,11677.682755
305.0,705,11679.943934
370.0,666,11682.080615
465.0,643,11684.139004
365.0,694,11686.378568
305.0,712,11688.650358
545.0,1123,11692.223142
525.0,1063,11695.613812
710.0,935,11698.612338
570.0,964,11701.684755
430.0,1018,11704.928291
360.0,761,11707.35527
495.0,1212,11711.241253
700.0,1023,11714.510514
485.0,691,11716.72636
520.0,813,11719.357267
690.0,920,11722.290018
660.0,733,11724.63095
570.0,1399,11729.097903
740.0,777,11731.593863
290.0,630,11733.625826
920.0,1346,11737.912409
580.0,1018,11741.159844
315.0,707,11743.438808
805.0,1104,11746.948119
445.0,750,11749.347884
430.0,952,11752.394101
455.0,932,11755.376985
830.0,1573,11760.409729
465.0,961,11763.473272
295.0,644,11765.540728
470.0,836,11768.195096
320.0,621,11770.176835
545.0,1031,11773.463177
800.0,931,11776.408972
600.0,1050,11779.748889
405.0,771,11782.23569
545.0,1002,11785.429636
335.0,595,11787.342803
410.0,913,11790.264978
585.0,1290,11794.382273
485.0,936,11797.374091
905.0,879,11800.206222
455.0,810,11802.838899
605.0,755,11805.249821
345.0,732,11807.593093
450.0,803,11810.161102
440.0,970,11813.262695
685.0,813,11815.862189
800.0,1215,11819.729215
245.0,564,11821.538308
520.0,1048,11824.895469
360.0,860,11827.654687
600.0,1102,11831.159986
290.0,705,11833.43773
290.0,861,11836.197331
285.0,808,11838.797495
320.0,957,11841.870943
270.0,682,11844.060936
460.0,896,11846.936403
330.0,616,11848.921541
330.0,626,11850.945488
455.0,1290,11855.052144
360.0,617,11857.026242
400.0,899,11859.902086
630.0,900,11862.780976
195.0,432,11864.168758
255.0,584,11866.04813
465.0,977,11869.159694
800.0,1079,11872.596928
775.0,1204,11876.446467
585.0,1030,11879.752607
445.0,758,11882.195121
645.0,850,11884.916127
665.0,835,11887.587234
570.0,1094,11891.066937
385.0,880,11893.890079
450.0,1000,11897.077191
460.0,874,11899.864296
545.0,1376,11904.233595
350.0,796,11906.784244
935.0,1210,11910.659278
775.0,993,11913.839211
605.0,1131,11917.441509
520.0,1037,11920.746459
525.0,863,11923.490668
500.0,916,11926.429971
575.0,1131,11930.039635
145.0,325,11931.079378
360.0,701,11933.328799
170.0,604,11935.279684
325.0,744,11937.668956
550.0,777,11940.200951
695.0,907,11943.086535
295.0,679,11945.273738
485.0,1005,11948.485072
530.0,895,11951.341988
525.0,939,11954.33895
700.0,1281,11958.445213
810.0,1210,11962.309661
290.0,589,11964.208632
780.0,1001,11967.398336
445.0,980,11970.525935
490.0,794,11973.072878
205.0,551,11974.852174
365.0,817,11977.470645
485.0,1023,11980.753863
580.0,1090,11984.224098
515.0,954,11987.27327
635.0,939,11990.267562
640.0,836,11992.9419
695.0,1270,11997.0153
455.0,896,11999.878181
695.0,1055,12003.238408
660.0,1014,12006.478286
695.0,946,12009.499871
265.0,767,12011.958223
600.0,1020,12015.218057
325.0,881,12018.043985
755.0,1118,12021.593813
735.0,926,12024.558508
670.0,898,12027.430776
730.0,1049,12030.785205
365.0,757,12033.213441
130.0,600,12035.133386
470.0,875,12037.917122
405.0,755,12040.346427
605.0,666,12042.48035
805.0,1016,12045.723096
520.0,1237,12049.651535
1035.0,1356,12053.998732
720.0,1067,12057.398143
605.0,1029,12060.663943
470.0,1086,12064.141241
470.0,913,12067.067649
290.0,578,12068.918721
555.0,992,12072.07095
445.0,895,12074.933354
440.0,1094,12078.435694
755.0,1130,12082.026555
745.0,1182,12085.801392
630.0,967,12088.896053
820.0,910,12091.807315
575.0,1127,12095.452723
190.0,599,12097.40492
400.0,714,12099.681366
580.0,949,12102.699459
140.0,387,12103.940413
350.0,813,12106.542927
880.0,1063,12109.965024
520.0,941,12112.967591
350.0,1038,12116.303874
415.0,1045,12119.64889
200.0,586,12121.543911
320.0,686,12123.737874
775.0,1018,12126.996484
475.0,629,12129.017117
475.0,840,12131.710498
355.0,752,12134.114768
525.0,664,12136.250293
415.0,537,12137.998834
295.0,594,12139.902756
570.0,1030,12143.172726
600.0,997,12146.344557
405.0,690,12148.544735
185.0,554,12150.329783
745.0,1084,12153.783985
315.0,795,12156.330197
510.0,752,12158.725719
415.0,941,12161.754766
415.0,871,12164.557382
260.0,498,12166.162275
295.0,646,12168.244901
575.0,1006,12171.459562
380.0,728,12173.792567
545.0,848,12176.566401
340.0,639,12178.616381
310.0,525,12180.306833
370.0,691,12182.51917
250.0,630,12184.535628
415.0,874,12187.353914
275.0,513,12189.002053
460.0,738,12191.353996
460.0,629,12193.383912
545.0,1181,12197.109315
600.0,940,12200.080845
940.0,1447,12204.71606
90.0,523,12206.389977
350.0,744,12208.773498
310.0,777,12211.265494
485.0,957,12214.318318
225.0,636,12216.406111
545.0,1061,12219.793469
370.0,781,12222.291221
385.0,807,12224.889499
165.0,517,12226.545518
265.0,569,12228.365984
510.0,1012,12231.584706
495.0,832,12234.232112
130.0,472,12235.746869
385.0,644,12237.81878
380.0,973,12240.933232
515.0,1088,12244.406169
435.0,857,12247.150521
500.0,1055,12250.502715
755.0,1066,12253.883902
520.0,890,12256.690998
490.0,848,12259.3857
285.0,663,12261.522968
805.0,912,12264.429222
205.0,440,12265.842388
545.0,1023,12269.112497
255.0,980,12272.270895
425.0,893,12275.135328
455.0,813,12277.723995
500.0,1019,12280.984753
100.0,402,12282.264775
375.0,639,12284.303943
350.0,857,12287.03845
545.0,1082,12290.50787
670.0,831,12293.15942
425.0,846,12295.870146
450.0,911,12298.790569
570.0,975,12301.926612
570.0,1039,12305.238005
555.0,1115,12308.802093
550.0,843,12311.486889
700.0,1044,12314.832097
575.0,984,12317.977283
585.0,826,12320.599472
470.0,1053,12323.96692
280.0,522,12325.648891
295.0,652,12327.751417
350.0,508,12329.400332
380.0,661,12331.513461
510.0,919,12334.453053
1000.0,973,12337.533961
605.0,967,12340.618065
500.0,1125,12344.208742
525.0,1007,12347.414125
670.0,1043,12350.738335
290.0,696,12352.980518
345.0,837,12355.669982
530.0,792,12358.227577
80.0,426,12359.597366
355.0,676,12361.767751
385.0,502,12363.390043
165.0,454,12364.861693
715.0,994,12368.03983
375.0,685,12370.235921
175.0,446,12371.670497
305.0,688,12373.882141
350.0,664,12376.036297
245.0,694,12378.274221
220.0,581,12380.157525
270.0,575,12382.016645
355.0,789,12384.561028
1045.0,1656,12389.84894
725.0,968,12392.928961
260.0,420,12394.280012
515.0,572,12396.156366
255.0,468,12397.658253
450.0,1071,12401.083425
385.0,891,12403.936604
285.0,716,12406.240153
485.0,812,12408.834186
305.0,532,12410.546027
745.0,995,12413.712056
445.0,746,12416.109092
545.0,1116,12419.668578
555.0,1229,12423.572343
590.0,815,12426.200248
585.0,1032,12429.478774
355.0,842,12432.191511
745.0,734,12434.532782
475.0,1039,12437.834966
945.0,1085,12441.313578
480.0,922,12444.328594
635.0,939,12447.329552
530.0,1046,12450.673846
495.0,899,12453.511681
265.0,689,12455.723802
335.0,714,12458.007197
420.0,1055,12461.370737
215.0,432,12462.757218
445.0,1162,12466.507816
335.0,829,12469.17197
485.0,1077,12472.612434
185.0,691,12474.848244
390.0,965,12477.940979
630.0,1226,12481.832847
460.0,1003,12485.044879
655.0,869,12487.83419
545.0,814,12490.450705
600.0,1064,12493.895844
800.0,1192,12497.813357
550.0,922,12500.886264
450.0,950,12504.014593
235.0,491,12505.636289
470.0,985,12508.92106
620.0,1233,12512.989664
575.0,941,12516.119668
385.0,834,12518.882233
520.0,715,12521.241332
350.0,932,12524.29304
495.0,1235,12528.291055
515.0,994,12531.582483
355.0,978,12534.835202
420.0,814,12537.51103
315.0,728,12539.91187
725.0,1036,12543.330647
365.0,657,12545.489084
575.0,1375,12549.992356
275.0,544,12551.785109
395.0,815,12554.470616
385.0,769,12557.023608
395.0,734,12559.450391
600.0,1259,12563.580276
285.0,818,12566.274738
355.0,654,12568.4404
305.0,624,12570.502692
290.0,692,12572.789566
660.0,929,12575.809208
800.0,1056,12579.22549
375.0,778,12581.726483
385.0,602,12583.723062
265.0,722,12586.076382
530.0,721,12588.447113
430.0,845,12591.232109
320.0,698,12593.505474
445.0,830,12596.16438
300.0,811,12598.76933
475.0,629,12600.794663
535.0,804,12603.3833
440.0,759,12605.846705
715.0,1395,12610.337672
475.0,861,12613.096007
320.0,549,12614.933121
105.0,409,12616.270492
275.0,537,12618.015646
370.0,839,12620.78234
420.0,769,12623.284455
330.0,733,12625.706344
605.0,1016,12628.965768
490.0,673,12631.145113
350.0,537,12632.906187
475.0,910,12635.898466
610.0,949,12638.961914
715.0,1217,12642.94467
800.0,951,12646.055372
140.0,488,12647.642156
525.0,832,12650.389551
370.0,666,12652.537362
510.0,851,12655.350892
135.0,388,12656.62147
380.0,709,12658.988371
600.0,1092,12662.54254
555.0,1040,12665.978978
490.0,838,12668.735871
310.0,708,12671.090934
650.0,997,12674.365431
440.0,829,12677.078226
185.0,622,12679.17951
215.0,825,12681.879013
880.0,1129,12685.497693
770.0,1141,12689.192238
765.0,1189,12693.052961
445.0,936,12696.150869
985.0,1034,12699.481209
315.0,700,12701.752793
610.0,1183,12705.551971
575.0,1253,12709.584903
640.0,887,12712.451873
390.0,760,12714.923295
425.0,684,12717.154903
475.0,869,12719.98092
300.0,633,12722.028777
335.0,684,12724.281643
445.0,776,12726.822286
570.0,1113,12730.393694
465.0,873,12733.231945
600.0,934,12736.268166
410.0,868,12739.081389
380.0,932,12742.099524
515.0,898,12744.981862
360.0,628,12747.007711
495.0,913,12749.940225
295.0,632,12751.984417
265.0,573,12753.830119
555.0,1190,12757.67173
355.0,872,12760.480328
500.0,741,12762.847429
290.0,820,12765.559138
370.0,721,12767.886005
710.0,996,12771.100188
525.0,990,12774.302064
450.0,745,12776.699027
295.0,629,12778.73401
290.0,479,12780.290596
755.0,930,12783.341792
275.0,557,12785.149198
360.0,794,12787.752067
555.0,1234,12791.782483
345.0,622,12793.8574
665.0,739,12796.291095
525.0,821,12798.943754
470.0,837,12801.640935
655.0,990,12804.847356
415.0,831,12807.551261
275.0,482,12809.117034
345.0,579,12810.993435
375.0,1002,12814.233217
600.0,619,12816.242541
300.0,786,12818.779135
450.0,944,12821.908573
300.0,573,12823.773758
440.0,864,12826.572423
590.0,1040,12829.955551
570.0,908,12832.877355
560.0,825,12835.570916
895.0,1614,12840.810231
165.0,436,12842.250179
725.0,1237,12846.246708
415.0,901,12849.190213
230.0,446,12850.661439
750.0,985,12853.907855
445.0,819,12856.599488
785.0,1311,12860.901688
370.0,749,12863.325063
1030.0,1557,12868.362333
900.0,954,12871.418727
325.0,664,12873.583927
410.0,874,12876.459597
235.0,675,12878.682036
545.0,1059,12882.10836
570.0,1191,12885.939977
535.0,910,12888.959247
420.0,870,12891.781262
800.0,920,12894.804791
265.0,634,12896.882058
690.0,954,12900.015013
395.0,921,12903.035675
645.0,1113,12906.619632
85.0,508,12908.275517
330.0,674,12910.473245
550.0,625,12912.501198
535.0,671,12914.697386
615.0,918,12917.673912
490.0,1110,12921.313523
380.0,1016,12924.607095
485.0,1034,12927.925269
390.0,756,12930.377161
235.0,487,12931.95587
300.0,804,12934.562689
800.0,1054,12937.990771
230.0,617,12939.997912
455.0,886,12942.833837
515.0,1089,12946.315704
125.0,518,12947.991983
545.0,949,12951.0689
300.0,648,12953.181245
525.0,1004,12956.433797
505.0,914,12959.487288
520.0,928,12962.512857
345.0,870,12965.313086
540.0,960,12968.404691
210.0,652,12970.546806
545.0,1150,12974.26887
355.0,732,12976.629945
335.0,604,12978.582227
290.0,667,12980.739076
280.0,670,12982.898964
205.0,558,12984.715434
240.0,637,12986.782715
770.0,1200,12990.636543
300.0,609,12992.592691
430.0,789,12995.140642
435.0,805,12997.75039
440.0,805,13000.344881
675.0,874,13003.144414
335.0,755,13005.585397
600.0,998,13008.800968
185.0,541,13010.550632
585.0,524,13012.28832
370.0,815,13014.938004
465.0,992,13018.16413
280.0,479,13019.728088
390.0,772,13022.227306
465.0,968,13025.332056
480.0,915,13028.30546
375.0,807,13030.930996
320.0,687,13033.176367
380.0,604,13035.13228
430.0,718,13037.454276
475.0,746,13039.892009
225.0,512,13041.561611
665.0,816,13044.182911
540.0,837,13046.887423
555.0,1027,13050.173594
755.0,950,13053.216656
295.0,809,13055.851732
525.0,1135,13059.480644
300.0,669,13061.664109
360.0,1038,13065.027996
445.0,836,13067.729379
365.0,704,13070.007582
570.0,1002,13073.236151
520.0,921,13076.198048
450.0,1000,13079.428553
220.0,566,13081.278523
270.0,520,13082.957635
725.0,942,13085.97967
1000.0,1108,13089.562018
145.0,629,13091.627584
450.0,944,13094.682495
365.0,619,13096.705975
280.0,530,13098.447663
840.0,1701,13104.011415
700.0,1308,13108.274696
210.0,420,13109.647012
370.0,685,13111.881883
460.0,809,13114.525098
255.0,588,13116.470051
485.0,993,13119.728546
550.0,992,13122.937275
375.0,674,13125.142953
495.0,976,13128.309628
360.0,596,13130.292651
740.0,976,13133.503565
465.0,877,13136.353043
445.0,812,13138.958616
315.0,755,13141.396527
455.0,1056,13144.768224
520.0,1062,13148.159905
730.0,986,13151.36983
360.0,720,13153.789844
575.0,1089,13157.40419
150.0,559,13159.222703
650.0,1184,13163.080738
390.0,666,13165.239479
395.0,1077,13168.772876
750.0,1130,13172.447075
475.0,1141,13176.099189
395.0,650,13178.20235
195.0,511,13179.852874
400.0,869,13182.628104
460.0,969,13185.725418
465.0,926,13188.69173
350.0,611,13190.657923
470.0,891,13193.508526
355.0,710,13195.793084
570.0,984,13198.939954
405.0,912,13201.863432
775.0,1083,13205.315429
540.0,1165,13209.039636
460.0,732,13211.392098
450.0,831,13214.080979
360.0,834,13216.778909
550.0,992,13220.027996
545.0,1121,13223.699009
310.0,609,13225.700005
610.0,681,13227.902316
400.0,525,13229.652582
520.0,629,13231.706634
545.0,1103,13235.236997
265.0,565,13237.060671
285.0,553,13238.850794
425.0,746,13241.256218
120.0,433,13242.66412
365.0,617,13244.672552
470.0,1076,13248.107173
540.0,864,13250.876659
190.0,622,13252.878541
460.0,809,13255.472167
545.0,1004,13258.775251
545.0,1017,13262.080711
530.0,734,13264.512899
495.0,968,13267.64371
565.0,932,13270.637664
385.0,915,13273.578707
320.0,658,13275.716238
515.0,918,13278.654649
520.0,1164,13282.369765
380.0,828,13285.023617
520.0,1028,13288.317295
360.0,779,13290.804211
1355.0,2192,13297.851692
425.0,951,13300.897286
360.0,633,13302.935534
305.0,647,13305.018018
450.0,957,13308.098013
350.0,820,13310.749361
555.0,824,13313.645372
275.0,895,13316.55623
330.0,677,13318.733316
210.0,518,13320.421758
485.0,909,13323.342201
340.0,601,13325.293903
540.0,1008,13328.569348
435.0,857,13331.319972
515.0,952,13334.437129
320.0,695,13336.687761
960.0,1090,13340.613066
330.0,657,13342.903777
310.0,575,13344.820601
320.0,556,13346.630102
635.0,791,13349.193799
395.0,1048,13352.536988
345.0,611,13354.498057
335.0,660,13356.619989
520.0,824,13359.293222
310.0,559,13361.119427
630.0,1036,13364.455859
420.0,1068,13367.870598
800.0,1142,13371.509586
320.0,657,13373.631427
485.0,904,13376.519254
240.0,552,13378.297854
345.0,870,13381.108495
435.0,978,13384.238143
415.0,693,13386.483474
825.0,1454,13391.137386
390.0,1001,13394.364852
365.0,787,13396.906844
345.0,834,13399.597646
360.0,540,13401.34673
345.0,634,13403.404938
405.0,591,13405.34041
430.0,555,13407.154845
415.0,777,13409.686035
245.0,736,13412.079126
775.0,1118,13415.668842
540.0,1168,13419.428674
195.0,618,13421.429521
655.0,894,13424.302919
600.0,1375,13428.693201
570.0,917,13431.634417
640.0,971,13434.745516
530.0,1202,13438.600214
140.0,580,13440.484375
285.0,686,13442.722076
470.0,961,13445.812413
155.0,497,13447.429383
665.0,684,13449.646897
605.0,1124,13453.289235
350.0,702,13455.580702
515.0,1058,13458.981334
250.0,782,13461.509142
655.0,815,13464.131907
310.0,625,13466.16519
440.0,905,13469.165944
605.0,1048,13472.512276
195.0,433,13473.916265
255.0,676,13476.107133
270.0,626,13478.129223
395.0,755,13480.564266
700.0,756,13482.99705
545.0,1182,13486.806517
715.0,1222,13490.757286
830.0,1168,13494.51047
455.0,1003,13497.719539
370.0,700,13499.973679
190.0,500,13501.581151
450.0,913,13504.51433
340.0,615,13506.505382
600.0,1148,13510.160675
180.0,668,13512.329164
325.0,610,13514.289931
610.0,912,13517.242405
680.0,941,13520.258152
390.0,778,13522.750097
320.0,919,13525.691554
435.0,831,13528.362499
365.0,732,13530.764735
540.0,701,13533.088175
600.0,1131,13536.782672
160.0,441,13538.213359
185.0,530,13539.937451
280.0,672,13542.185465
560.0,906,13545.197434
280.0,670,13547.384846
1065.0,1906,13553.581577
545.0,1128,13557.194798
340.0,749,13559.612889
325.0,695,13561.863562
600.0,1084,13565.375682
520.0,939,13568.400476
775.0,1080,13571.886105
605.0,998,13575.143895
580.0,900,13578.07081
250.0,585,13580.026259
805.0,1114,13583.629643
465.0,890,13586.557307
210.0,776,13589.089426
215.0,392,13590.405689
515.0,1041,13593.792891
555.0,1007,13597.040645
425.0,788,13599.584663
440.0,871,13602.40287
495.0,1191,13606.265478
210.0,582,13608.157628
460.0,1042,13611.517789
345.0,639,13613.594299
330.0,570,13615.453422
740.0,965,13618.557637
370.0,884,13621.420484
420.0,856,13624.177919
635.0,820,13626.829489
90.0,379,13628.065053
470.0,907,13630.995828
395.0,775,13633.529649
